,Latitude,Longitude,crime,Bathrooms,SQFT,Price,energySiteEUI
1686,42.34944,-71.085495,10.0,1.0,980.0,3200.0,59.9
1688,42.345078,-71.08177,5.0,2.0,1305.0,3800.0,375.2
1690,42.341175,-71.091286,2.0,1.0,840.0,3700.0,306.4
1691,42.341175,-71.091286,2.0,1.0,840.0,3700.0,306.4
1694,42.34303,-71.08979,5.0,2.0,1550.0,6100.0,108.1
1695,42.343235,-71.089066,5.0,1.0,638.0,2050.0,108.1
1696,42.343235,-71.089066,5.0,1.0,638.0,2200.0,108.1
1697,42.334946,-71.1077,9.0,1.0,582.5,2700.0,47.9
1699,42.343235,-71.089066,5.0,1.0,638.0,1950.0,108.1
1700,42.33227,-71.11113,3.0,1.5,1685.0,3700.0,96.1
1701,42.33505,-71.10786,9.0,1.0,582.5,2700.0,47.9
1702,42.34448,-71.08098,5.0,2.0,1305.0,2995.0,375.2
1703,42.343422,-71.08824,5.0,1.0,740.75,3300.0,108.1
1707,42.34282,-71.090904,2.0,1.0,425.0,1900.0,114.0
1711,42.345276,-71.08479,4.0,1.0,704.0,2500.0,300.0
1712,42.345276,-71.08479,4.0,1.0,704.0,2500.0,300.0
1714,42.343216,-71.08322,9.0,1.0,522.75,2400.0,351.6
1715,42.343216,-71.08322,9.0,1.0,522.75,2400.0,351.6
1718,42.34401,-71.08963,5.0,1.0,540.0,3400.0,108.1
1719,42.34582,-71.08863,8.0,1.0,364.0,1995.0,946.0
1720,42.345387,-71.08552,4.0,1.0,700.0,4050.0,300.0
1722,42.35083,-71.0869,10.0,1.0,1000.0,3595.0,59.9
1723,42.341175,-71.091286,2.0,1.0,840.0,3700.0,306.4
1724,42.34326,-71.0866,12.0,1.0,735.5,2500.0,84.8
1726,42.335052,-71.107864,9.0,1.0,569.0,3000.0,47.9
1727,42.343906,-71.088066,5.0,1.0,800.0,2200.0,108.1
1728,42.343906,-71.088066,5.0,1.0,550.0,2200.0,108.1
1729,42.34916,-71.08508,10.0,1.0,650.0,2450.0,59.9
1730,42.343132,-71.08332,9.0,1.0,522.75,2400.0,351.6
1731,42.343906,-71.088066,5.0,1.0,735.5,3400.0,108.1
1732,42.343906,-71.088066,5.0,1.0,735.5,3000.0,108.1
1733,42.345684,-71.08808,8.0,1.0,585.75,2349.0,946.0
1734,42.342926,-71.08708,12.0,2.0,1526.0,6000.0,84.8
1735,42.345387,-71.08552,4.0,1.0,700.0,4050.0,300.0
1736,42.332096,-71.11139,3.0,1.0,822.25,2095.0,96.1
1737,42.345345,-71.08523,4.0,1.0,700.0,4050.0,300.0
1738,42.34582,-71.08863,8.0,1.0,370.0,2100.0,946.0
1741,42.342926,-71.08708,12.0,2.0,1526.0,6000.0,84.8
1743,42.34317,-71.086586,12.0,1.0,735.5,3200.0,84.8
1744,42.3433,-71.0895,5.0,1.0,801.5,2700.0,108.1
1745,42.345387,-71.08555,4.0,1.0,737.5,3400.0,300.0
1746,42.344936,-71.089874,8.0,2.0,1230.0,4350.0,946.0
1748,42.337383,-71.09302,1.0,1.0,830.0,4010.0,411.2
1749,42.34932,-71.07722,25.0,1.0,1027.5,2650.0,341.7
1750,42.337635,-71.099205,1.0,1.0,817.0,2700.0,782.8
1751,42.34466,-71.089424,8.0,2.0,1230.0,4350.0,946.0
1752,42.344803,-71.08991,8.0,2.0,1230.0,4350.0,946.0
1753,42.342216,-71.08906,5.0,1.0,1008.0,3200.0,108.1
1754,42.34944,-71.085495,10.0,1.0,977.5,3200.0,59.9
1755,42.343018,-71.08769,5.0,1.0,1174.0,5200.0,108.1
1757,42.33506,-71.10787,9.0,1.0,581.75,3000.0,47.9
1758,42.343254,-71.08715,12.0,1.0,673.75,2499.0,84.8
1762,42.34334,-71.08772,5.0,1.0,673.75,1900.0,108.1
1763,42.34349,-71.0887,5.0,2.0,1000.0,5000.0,108.1
1764,42.34549,-71.08893,8.0,1.0,364.0,1800.0,946.0
1765,42.344193,-71.082016,1.0,1.0,655.0,2550.0,419.3
1766,42.345345,-71.08523,4.0,1.0,750.0,3400.0,300.0
1767,42.342712,-71.089874,5.0,2.0,1500.0,5800.0,108.1
1768,42.345924,-71.08833,8.0,1.0,450.0,2000.0,946.0
1770,42.34645,-71.0887,8.0,1.0,1000.0,5000.0,144.6
1771,42.34593,-71.08832,8.0,1.0,450.0,2000.0,946.0
1772,42.34401,-71.08963,5.0,1.0,720.5,3200.0,108.1
1773,42.34306,-71.08825,5.0,1.0,650.75,2050.0,108.1
1774,42.34276,-71.088104,5.0,1.0,740.75,3000.0,108.1
1776,42.34247,-71.09133,2.0,1.0,1174.0,5800.0,114.0
1778,42.34349,-71.08807,5.0,1.0,613.25,2500.0,108.1
1780,42.34374,-71.08971,5.0,1.0,542.0,3200.0,108.1
1781,42.34303,-71.08979,5.0,2.0,1550.0,5600.0,108.1
1782,42.343254,-71.08715,12.0,1.0,941.25,4500.0,84.8
1783,42.33761,-71.09914,1.0,1.0,582.5,2700.0,782.8
1784,42.343254,-71.08715,12.0,1.0,941.25,4500.0,84.8
1785,42.34523,-71.0845,1.0,1.0,750.0,4050.0,419.3
1786,42.34233,-71.09104,2.0,2.0,1000.0,5800.0,114.0
1787,42.34233,-71.09104,2.0,2.0,1000.0,5800.0,114.0
1788,42.34233,-71.09104,2.0,2.0,1300.0,6500.0,114.0
1789,42.34233,-71.09104,2.0,2.0,1000.0,5800.0,114.0
1791,42.34334,-71.08772,5.0,1.0,800.0,3450.0,108.1
1792,42.345276,-71.08479,4.0,1.0,750.0,4050.0,300.0
1793,42.34334,-71.08772,5.0,1.0,500.0,1900.0,108.1
1794,42.34339,-71.08742,5.0,1.0,735.5,2850.0,108.1
1795,42.34466,-71.089424,8.0,1.0,469.25,1875.0,946.0
1796,42.34541,-71.08566,4.0,1.0,737.5,2800.0,300.0
1797,42.34466,-71.089424,8.0,2.0,1230.0,4350.0,946.0
1799,42.34153,-71.08264,9.0,1.0,522.75,1900.0,105.7
1800,42.345387,-71.08552,4.0,1.0,700.0,4050.0,300.0
1801,42.350525,-71.08678,10.0,1.0,539.0,2350.0,59.9
1802,42.350716,-71.085724,10.0,1.0,597.0,2350.0,59.9
1803,42.33506,-71.10787,9.0,1.0,581.75,3000.0,47.9
1804,42.344803,-71.08991,8.0,2.0,1230.0,4350.0,946.0
1805,42.342926,-71.08708,12.0,2.0,1526.0,6000.0,84.8
1808,42.34944,-71.085495,10.0,1.0,980.0,3200.0,59.9
1809,42.345345,-71.08523,4.0,1.0,700.0,4050.0,300.0
1810,42.34532,-71.08508,4.0,1.0,723.0,3400.0,300.0
1811,42.34532,-71.08508,4.0,1.0,712.5,4050.0,300.0
1812,42.345387,-71.08552,4.0,1.0,700.0,4050.0,300.0
1813,42.33763,-71.09919,1.0,1.0,817.0,2700.0,782.8
1814,42.345276,-71.08479,4.0,1.0,704.0,2500.0,300.0
1815,42.34232,-71.09058,2.0,1.0,872.5,3300.0,114.0
1816,42.345387,-71.08552,4.0,1.0,737.5,3400.0,300.0
1818,42.34401,-71.08963,5.0,1.0,720.5,3200.0,108.1
1819,42.34295,-71.08723,12.0,1.0,1174.0,5100.0,84.8
1820,42.343044,-71.08787,5.0,1.0,1174.0,5200.0,108.1
1824,42.346123,-71.08404,1.0,2.0,1106.0,5575.0,419.3
1825,42.346123,-71.08404,1.0,2.0,1669.0,11900.0,419.3
1826,42.346123,-71.08404,1.0,2.0,1131.0,5450.0,419.3
1829,42.346123,-71.08404,1.0,2.0,1564.0,11500.0,419.3
1830,42.333755,-71.10679,9.0,2.0,1000.0,4900.0,47.9
1831,42.333755,-71.10679,9.0,2.0,1362.5,5200.0,47.9
1832,42.346123,-71.08404,1.0,1.0,669.0,3425.0,419.3
1835,42.34582,-71.08863,8.0,1.0,347.0,1900.0,946.0
1836,42.341484,-71.087814,10.0,1.0,930.25,3900.0,220.7
1839,42.345387,-71.08552,4.0,1.0,700.0,4050.0,300.0
1840,42.34339,-71.08742,5.0,1.0,735.5,2850.0,108.1
1843,42.34582,-71.08863,8.0,1.0,364.0,2000.0,946.0
1844,42.34582,-71.08863,8.0,1.0,364.0,2000.0,946.0
1846,42.343906,-71.088066,5.0,1.0,941.25,3650.0,108.1
1847,42.34014,-71.09142,2.0,2.0,1230.0,4950.0,306.4
1848,42.345783,-71.085075,4.0,1.0,870.0,3000.0,300.0
1849,42.34126,-71.08952,10.0,1.0,250.0,1250.0,220.7
1850,42.34532,-71.08508,4.0,1.0,712.5,4050.0,300.0
1851,42.34582,-71.08863,8.0,1.0,364.0,2000.0,946.0
1853,42.34549,-71.08893,8.0,1.0,364.0,1800.0,946.0
1855,42.345467,-71.088776,8.0,1.0,364.0,1825.0,946.0
1856,42.342422,-71.087715,5.0,3.0,1350.0,6800.0,108.1
1857,42.34564,-71.08593,4.0,1.0,687.5,3100.0,300.0
1858,42.345535,-71.08726,4.0,2.0,1228.5,4355.0,300.0
1861,42.34274,-71.08806,5.0,1.0,941.25,3800.0,108.1
1862,42.335052,-71.107864,9.0,1.0,620.0,3000.0,47.9
1863,42.342773,-71.08248,9.0,2.5,1558.25,4750.0,351.6
1864,42.34564,-71.08593,4.0,1.0,704.0,2165.0,300.0
1865,42.34564,-71.08593,4.0,1.0,704.0,2195.0,300.0
1866,42.347958,-71.08768,8.0,2.0,1226.0,5950.0,144.6
1868,42.343094,-71.08226,9.0,1.0,531.0,2150.0,351.6
1869,42.343094,-71.08226,9.0,1.0,531.0,2150.0,351.6
1870,42.341175,-71.091286,2.0,1.0,840.0,3700.0,306.4
1872,42.33505,-71.10786,9.0,1.0,600.0,3000.0,47.9
1874,42.3421,-71.08291,9.0,1.0,762.5,2900.0,351.6
1875,42.349407,-71.08562,10.0,1.0,977.5,3200.0,59.9
1876,42.34532,-71.08508,4.0,1.0,712.5,4050.0,300.0
1877,42.350525,-71.08678,10.0,1.0,464.0,2350.0,59.9
1878,42.350246,-71.08548,10.0,1.0,810.0,2690.0,59.9
1880,42.34582,-71.08863,8.0,1.0,775.0,3300.0,946.0
1881,42.34865,-71.08509,10.0,1.0,400.0,4000.0,59.9
1882,42.343197,-71.08676,12.0,1.0,735.5,2795.0,84.8
1883,42.345783,-71.08773,8.0,1.5,1685.0,4800.0,946.0
1884,42.342773,-71.08248,9.0,1.0,522.75,2400.0,351.6
1885,42.342773,-71.08248,9.0,1.0,522.75,2250.0,351.6
1886,42.342773,-71.08248,9.0,1.0,787.5,3650.0,351.6
1887,42.343197,-71.08676,12.0,3.0,2057.5,3695.0,84.8
1893,42.342865,-71.08193,9.0,1.0,531.0,2200.0,351.6
1894,42.350063,-71.08668,10.0,1.0,539.0,2800.0,59.9
1895,42.342125,-71.08845,5.0,1.0,821.0,3200.0,108.1
1896,42.342422,-71.087715,5.0,1.0,1165.0,4800.0,108.1
1897,42.343094,-71.08226,9.0,1.0,531.0,2200.0,351.6
1899,42.34153,-71.08264,9.0,1.0,762.5,2350.0,105.7
1900,42.34153,-71.08264,9.0,1.0,762.5,2350.0,105.7
1902,42.341305,-71.09165,2.0,1.0,840.0,4500.0,306.4
1903,42.347958,-71.08768,8.0,2.0,1242.0,8100.0,144.6
1904,42.347958,-71.08768,8.0,3.5,2374.0,18500.0,144.6
1907,42.343094,-71.08226,9.0,1.0,531.0,2150.0,351.6
1910,42.343094,-71.08226,9.0,1.0,531.0,2150.0,351.6
1912,42.343094,-71.08226,9.0,1.0,531.0,2150.0,351.6
1913,42.343094,-71.08226,9.0,1.0,531.0,2150.0,351.6
1915,42.343094,-71.08226,9.0,1.0,531.0,2150.0,351.6
1916,42.343094,-71.08226,9.0,1.0,531.0,2150.0,351.6
1918,42.35039,-71.085464,10.0,1.0,690.0,2100.0,59.9
1919,42.34274,-71.09005,2.0,2.0,1550.0,5400.0,114.0
1921,42.34274,-71.08806,5.0,1.0,1000.0,3700.0,108.1
1923,42.342896,-71.08687,12.0,1.0,735.5,2000.0,84.8
1924,42.342422,-71.087715,5.0,1.0,703.0,2300.0,108.1
1925,42.345783,-71.085075,4.0,1.0,704.0,2100.0,300.0
1926,42.3454,-71.08564,4.0,1.0,700.0,4050.0,300.0
1927,42.34274,-71.08806,5.0,1.0,941.25,3900.0,108.1
1928,42.344692,-71.089134,8.0,1.0,550.0,2100.0,946.0
1929,42.342976,-71.08742,5.0,1.0,1174.0,5700.0,108.1
1930,42.34201,-71.087,12.0,1.0,780.25,2750.0,84.8
1932,42.345387,-71.08552,4.0,1.0,700.0,4050.0,300.0
1934,42.345387,-71.08552,4.0,1.0,700.0,4050.0,300.0
1935,42.33505,-71.10786,9.0,1.0,570.0,2900.0,47.9
1936,42.345387,-71.08552,4.0,1.0,700.0,4050.0,300.0
1938,42.34448,-71.08098,5.0,2.0,1230.0,2995.0,375.2
1939,42.345474,-71.08616,4.0,1.0,700.0,4050.0,300.0
1941,42.345387,-71.08552,4.0,1.0,700.0,4050.0,300.0
1942,42.33227,-71.11113,3.0,1.5,1685.0,3700.0,96.1
1944,42.34944,-71.085495,10.0,1.0,977.5,3200.0,59.9
1945,42.343674,-71.08745,5.0,1.0,735.5,2850.0,108.1
1947,42.35039,-71.085464,10.0,1.0,650.0,2100.0,59.9
1948,42.34233,-71.09021,2.0,1.0,925.0,3000.0,114.0
1949,42.344193,-71.082016,1.0,1.5,642.25,3100.0,419.3
1950,42.342773,-71.08248,9.0,1.0,522.75,2175.0,351.6
1951,42.342773,-71.08248,9.0,1.0,522.75,2200.0,351.6
1952,42.342773,-71.08248,9.0,1.0,522.75,2200.0,351.6
1953,42.343197,-71.08676,12.0,1.0,735.5,2750.0,84.8
1956,42.342773,-71.08248,9.0,1.0,522.75,2200.0,351.6
1957,42.346546,-71.08685,6.0,1.0,668.25,1800.0,338.7
1958,42.342773,-71.08248,9.0,1.0,522.75,2150.0,351.6
1959,42.343197,-71.08676,12.0,1.0,673.75,2295.0,84.8
1960,42.343254,-71.08715,12.0,1.0,941.25,3750.0,84.8
1961,42.3427,-71.089554,5.0,1.0,750.0,2400.0,108.1
1962,42.33793,-71.09944,1.0,1.0,582.5,2100.0,782.8
1963,42.33793,-71.09944,1.0,1.0,830.0,3300.0,782.8
1964,42.343254,-71.08715,12.0,1.0,941.25,3325.0,84.8
1967,42.33793,-71.09944,1.0,1.0,817.0,2500.0,782.8
1968,42.33793,-71.09944,1.0,1.0,582.5,2100.0,782.8
1969,42.34328,-71.087326,5.0,1.0,735.5,2500.0,108.1
1971,42.34944,-71.085495,10.0,1.0,977.5,3200.0,59.9
1972,42.34276,-71.088104,5.0,1.0,650.75,2050.0,108.1
1973,42.349964,-71.08704,10.0,1.0,539.0,2150.0,59.9
1974,42.34532,-71.08508,4.0,1.0,723.0,3400.0,300.0
1975,42.34944,-71.085495,10.0,1.0,977.5,3200.0,59.9
1978,42.34645,-71.08866,8.0,1.0,408.5,2400.0,144.6
1979,42.345387,-71.08552,4.0,1.0,700.0,4050.0,300.0
1980,42.345387,-71.08552,4.0,1.0,700.0,4050.0,300.0
1984,42.342197,-71.09025,2.0,1.0,925.0,2300.0,114.0
1986,42.34151,-71.087746,10.0,1.0,930.25,4100.0,220.7
1988,42.342773,-71.08248,9.0,1.0,522.75,2500.0,351.6
1989,42.345684,-71.08808,8.0,1.0,585.75,2400.0,946.0
1991,42.34532,-71.08508,4.0,1.0,723.0,3400.0,300.0
1992,42.345387,-71.08552,4.0,1.0,700.0,4050.0,300.0
1993,42.345387,-71.08552,4.0,1.0,700.0,4050.0,300.0
1994,42.34532,-71.08508,4.0,1.0,712.5,4050.0,300.0
1995,42.34466,-71.089424,8.0,1.0,469.25,1950.0,946.0
1996,42.350525,-71.08678,10.0,1.0,539.0,2350.0,59.9
1999,42.34944,-71.085495,10.0,1.0,1000.0,3200.0,59.9
2001,42.34274,-71.08806,5.0,1.0,800.0,2800.0,108.1
2002,42.342976,-71.08742,5.0,2.0,1250.0,6400.0,108.1
2003,42.342808,-71.088524,5.0,1.5,1140.0,5100.0,108.1
2004,42.34542,-71.089745,8.0,1.0,500.0,1900.0,946.0
2005,42.343018,-71.08769,5.0,1.0,1400.0,5200.0,108.1
2006,42.34328,-71.087326,5.0,1.0,735.5,2500.0,108.1
2007,42.342644,-71.089165,5.0,1.0,539.5,2200.0,108.1
2009,42.33227,-71.11113,3.0,1.5,1685.0,3600.0,96.1
2010,42.34582,-71.08863,8.0,1.0,364.0,2000.0,946.0
2012,42.34545,-71.08598,4.0,1.0,700.0,4050.0,300.0
2015,42.34532,-71.08508,4.0,1.0,723.0,3400.0,300.0
2016,42.34348,-71.08289,9.0,1.0,531.0,2400.0,351.6
2018,42.343285,-71.08194,9.0,1.0,570.5,2200.0,351.6
2019,42.34928,-71.084625,10.0,1.0,675.0,2195.0,59.9
2020,42.342712,-71.08252,9.0,2.0,1305.0,3200.0,351.6
2021,42.343235,-71.089066,5.0,1.0,638.0,2200.0,108.1
2022,42.34532,-71.08508,4.0,1.0,712.5,4050.0,300.0
2023,42.34532,-71.08508,4.0,1.0,723.0,3400.0,300.0
2027,42.34282,-71.08297,9.0,1.0,522.75,2200.0,351.6
2028,42.34402,-71.08635,12.0,1.0,692.0,2855.0,84.8
2030,42.345505,-71.089195,8.0,1.0,775.0,2870.0,946.0
2031,42.343285,-71.08194,9.0,1.0,475.0,2200.0,351.6
2033,42.350395,-71.0869,10.0,1.0,850.0,3350.0,59.9
2034,42.343094,-71.08226,9.0,1.0,531.0,2350.0,351.6
2035,42.34369,-71.08191,9.0,1.0,570.5,2500.0,351.6
2036,42.350395,-71.0869,10.0,1.5,1158.25,5000.0,59.9
2037,42.34328,-71.087326,5.0,1.0,735.5,3900.0,108.1
2038,42.345863,-71.08558,4.0,1.0,704.0,2555.0,300.0
2039,42.345055,-71.08984,8.0,1.0,810.0,3000.0,946.0
2040,42.345974,-71.088196,8.0,1.0,482.5,2500.0,946.0
2041,42.345684,-71.08808,8.0,1.0,775.0,3030.0,946.0
2042,42.3417,-71.087265,9.0,1.0,780.25,2600.0,175.3
2043,42.34582,-71.08863,8.0,1.0,775.0,3450.0,946.0
2044,42.342865,-71.08193,9.0,1.0,531.0,2275.0,351.6
2046,42.343094,-71.08226,9.0,1.0,787.5,3250.0,351.6
2048,42.343094,-71.08226,9.0,1.0,787.5,3250.0,351.6
2050,42.34328,-71.087326,5.0,1.0,735.5,3900.0,108.1
2052,42.350063,-71.08668,10.0,1.0,539.0,2650.0,59.9
2053,42.346107,-71.08586,4.0,1.0,655.0,3106.0,300.0
2054,42.344193,-71.082016,1.0,1.5,642.25,3100.0,419.3
2056,42.34594,-71.08608,4.0,1.0,680.5,2550.0,300.0
2058,42.331963,-71.11159,3.0,1.0,822.25,2295.0,96.1
2061,42.34918,-71.08501,10.0,1.0,675.0,1850.0,59.9
2062,42.332096,-71.11139,3.0,1.0,561.75,1695.0,96.1
2063,42.344193,-71.082016,1.0,1.0,570.5,2900.0,419.3
2064,42.348484,-71.084335,21.0,1.0,977.5,3400.0,330.8
2065,42.344658,-71.08887,8.0,1.0,810.0,3700.0,946.0
2066,42.337975,-71.09679,1.0,1.0,830.0,4200.0,231.7
2067,42.34233,-71.09104,2.0,0.5,872.5,4700.0,114.0
2068,42.34045,-71.09125,2.0,1.0,950.5,2650.0,306.4
2069,42.34328,-71.087326,5.0,1.0,941.25,4500.0,108.1
2073,42.34393,-71.088196,5.0,1.0,735.5,3350.0,108.1
2074,42.34014,-71.09142,2.0,1.0,840.0,5100.0,306.4
2075,42.341534,-71.08882,10.0,1.0,884.25,3500.0,220.7
2076,42.340103,-71.09145,2.0,1.0,950.5,2800.0,306.4
2077,42.34014,-71.09142,2.0,1.0,840.0,5100.0,306.4
2078,42.345886,-71.08743,8.0,2.0,1362.5,8100.0,946.0
2079,42.34267,-71.08761,5.0,2.5,1400.0,4550.0,108.1
2080,42.344692,-71.089134,8.0,1.0,810.0,3500.0,946.0
2081,42.341366,-71.08811,10.0,2.0,1230.0,5500.0,220.7
2082,42.342464,-71.08799,5.0,1.0,857.25,3350.0,108.1
2084,42.343197,-71.08676,12.0,1.0,800.0,3000.0,84.8
2085,42.343422,-71.08824,5.0,1.0,800.0,3400.0,108.1
2087,42.342125,-71.08845,5.0,1.5,1000.0,3500.0,108.1
2088,42.345535,-71.089714,8.0,1.0,1075.0,4600.0,946.0
2089,42.343006,-71.08761,5.0,2.0,1200.25,4600.0,108.1
2090,42.343006,-71.08761,5.0,2.0,1200.25,4400.0,108.1
2091,42.342125,-71.08845,5.0,1.5,1100.0,3600.0,108.1
2092,42.34865,-71.08509,10.0,1.0,450.0,5800.0,59.9
2093,42.347958,-71.08768,8.0,2.0,1234.0,5495.0,144.6
2095,42.34282,-71.090904,2.0,1.0,425.0,2400.0,114.0
2096,42.34865,-71.08509,10.0,1.0,450.0,4250.0,59.9
2099,42.33205,-71.11146,3.0,1.0,822.25,1995.0,96.1
2100,42.332832,-71.11014,3.0,1.0,822.25,2300.0,96.1
2103,42.34582,-71.08863,8.0,1.0,364.0,2300.0,946.0
2105,42.348396,-71.08808,8.0,1.0,763.0,3500.0,144.6
2107,42.34916,-71.08508,10.0,1.0,650.0,2450.0,59.9
2109,42.3433,-71.0895,5.0,1.0,801.5,2700.0,108.1
2110,42.342354,-71.08301,9.0,1.0,522.75,2300.0,351.6
2111,42.342705,-71.08783,5.0,1.0,740.75,3200.0,108.1
2113,42.332222,-71.11134,3.0,1.0,830.0,2700.0,96.1
2114,42.342705,-71.08783,5.0,1.0,941.25,3900.0,108.1
2115,42.337383,-71.09302,1.0,2.0,1000.0,4050.0,411.2
2116,42.342316,-71.08967,5.0,1.0,903.25,3250.0,108.1
2117,42.35039,-71.085464,10.0,1.0,690.0,2100.0,59.9
2118,42.345684,-71.08808,8.0,1.0,585.75,2349.0,946.0
2122,42.332764,-71.110435,3.0,1.0,830.0,2900.0,96.1
2124,42.344193,-71.082016,1.0,1.5,642.25,3100.0,419.3
2125,42.33227,-71.11113,3.0,1.5,3600.0,3600.0,96.1
2126,42.344585,-71.08841,8.0,1.0,470.0,1800.0,946.0
2128,42.332764,-71.110435,3.0,1.0,1789.0,3650.0,96.1
2129,42.344193,-71.082016,1.0,1.0,570.5,2750.0,419.3
2130,42.345554,-71.087616,8.0,1.0,1000.0,4200.0,946.0
2131,42.343254,-71.08715,12.0,1.0,673.75,2600.0,84.8
2132,42.341534,-71.08882,10.0,1.0,884.25,3500.0,220.7
2134,42.345535,-71.089714,8.0,1.0,1075.0,4500.0,946.0
2135,42.341534,-71.08882,10.0,1.0,884.25,3500.0,220.7
2137,42.34153,-71.08264,9.0,1.0,522.75,1875.0,105.7
2138,42.343094,-71.08226,9.0,1.0,787.5,3050.0,351.6
2141,42.34393,-71.088196,5.0,1.0,550.0,2250.0,108.1
2144,42.34347,-71.08992,5.0,1.0,749.0,2200.0,108.1
2145,42.34326,-71.0866,12.0,1.0,735.5,2850.0,84.8
2146,42.33758,-71.097046,1.0,1.0,1174.0,3600.0,231.7
2147,42.343094,-71.08226,9.0,1.0,531.0,2150.0,351.6
2149,42.34339,-71.08742,5.0,1.0,941.25,4500.0,108.1
2154,42.342316,-71.08967,5.0,1.0,903.25,3250.0,108.1
2155,42.342583,-71.08877,5.0,1.0,909.25,3150.0,108.1
2156,42.342644,-71.089165,5.0,1.5,1017.0,3350.0,108.1
2157,42.343197,-71.08676,12.0,1.0,735.5,2950.0,84.8
2158,42.34286,-71.08666,12.0,2.0,1230.0,4000.0,84.8
2159,42.342976,-71.08742,5.0,1.0,1174.0,5000.0,108.1
2160,42.34466,-71.089424,8.0,2.0,1230.0,4350.0,946.0
2161,42.343094,-71.08337,9.0,1.0,522.75,2400.0,351.6
2162,42.350525,-71.08678,10.0,1.0,464.0,2350.0,59.9
2163,42.343456,-71.08848,5.0,1.0,941.25,3450.0,108.1
2164,42.33793,-71.09944,1.0,1.0,600.0,2600.0,782.8
2165,42.343422,-71.08824,5.0,1.0,740.75,2850.0,108.1
2166,42.34644,-71.08527,6.0,2.0,1228.5,5500.0,338.7
2167,42.34582,-71.08863,8.0,1.0,364.0,1850.0,946.0
2168,42.344444,-71.08654,4.0,2.0,1200.25,3730.0,300.0
2169,42.342937,-71.08716,12.0,1.0,930.25,4000.0,84.8
2171,42.34644,-71.08527,6.0,1.0,631.0,3300.0,338.7
2177,42.333126,-71.10833,9.0,1.0,582.5,1900.0,47.9
2180,42.343,-71.082756,9.0,1.0,522.75,2350.0,351.6
2182,42.34532,-71.08508,4.0,1.0,712.5,4050.0,300.0
2184,42.344,-71.08782,5.0,1.0,941.25,3450.0,108.1
2185,42.343323,-71.090355,2.0,1.0,1156.0,4500.0,114.0
2187,42.341297,-71.09121,2.0,1.0,840.0,3700.0,306.4
2189,42.34644,-71.08527,6.0,1.5,784.0,3850.0,338.7
2206,42.35216,-71.068565,13.0,2.5,1808.0,12500.0,276.0
2207,42.35277,-71.07996,3.0,4.5,2861.0,10000.0,154.3
2208,42.350403,-71.08046,30.0,2.0,1250.0,8000.0,250.0
2211,42.34648,-71.07923,36.0,1.0,3066.0,2300.0,150.8
2215,42.35083,-71.08032,30.0,1.0,622.5,3100.0,250.0
2216,42.344975,-71.08036,5.0,1.0,2982.25,2100.0,375.2
2217,42.345066,-71.080826,5.0,1.5,873.0,3550.0,375.2
2219,42.354954,-71.07543,4.0,2.0,1281.25,4150.0,87.4
2221,42.35267,-71.07355,6.0,1.0,800.0,3100.0,115.8
2222,42.352276,-71.06624,13.0,1.0,650.0,2355.0,147.1
2224,42.344334,-71.07053,3.0,1.0,766.25,2985.0,268.0
2225,42.352276,-71.06624,13.0,1.0,625.0,2265.0,147.1
2231,42.351284,-71.07865,10.0,2.5,1475.0,4900.0,220.1
2232,42.351284,-71.07865,10.0,2.5,1475.0,4900.0,220.1
2236,42.344296,-71.076744,11.0,1.5,1350.0,3400.0,36.0
2238,42.348755,-71.07392,18.0,1.0,589.0,3800.0,226.2
2240,42.34594,-71.07919,5.0,1.5,987.0,4899.0,375.2
2241,42.34594,-71.07919,5.0,2.0,937.0,4799.0,375.2
2243,42.353024,-71.07224,6.0,1.0,650.0,2600.0,115.8
2245,42.34425,-71.07242,8.0,1.0,725.0,3000.0,134.0
2246,42.344296,-71.076744,11.0,1.5,1200.0,3400.0,36.0
2247,42.344902,-71.078545,11.0,1.5,1500.0,4000.0,36.0
2249,42.35276,-71.078156,10.0,1.0,781.25,2500.0,220.1
2255,42.351284,-71.07865,10.0,1.0,700.0,2750.0,220.1
2258,42.352806,-71.07799,10.0,1.0,800.0,3600.0,220.1
2259,42.34695,-71.0718,14.0,1.0,587.5,2000.0,224.0
2260,42.35435,-71.07549,4.0,1.0,531.0,2450.0,87.4
2262,42.350254,-71.06899,4.0,1.0,1375.0,4995.0,116.3
2265,42.35498,-71.075356,4.0,1.0,794.75,2995.0,87.4
2267,42.34456,-71.07258,8.0,2.0,1074.0,4500.0,134.0
2268,42.344902,-71.0777,11.0,1.0,824.0,3500.0,36.0
2269,42.352417,-71.077965,10.0,2.5,1900.0,7500.0,220.1
2270,42.35254,-71.077515,10.0,2.5,1900.0,7500.0,220.1
2271,42.351284,-71.07865,10.0,1.0,698.0,3499.0,220.1
2273,42.354954,-71.07543,4.0,2.0,1150.0,3850.0,87.4
2274,42.344296,-71.076744,11.0,1.5,1200.0,3400.0,36.0
2277,42.346375,-71.0725,8.0,1.0,535.0,2700.0,134.0
2278,42.348835,-71.08155,30.0,2.5,1590.0,11000.0,250.0
2281,42.344902,-71.078545,11.0,1.5,1239.25,4000.0,36.0
2282,42.354954,-71.07543,4.0,2.0,1500.0,4500.0,87.4
2283,42.34502,-71.0803,5.0,1.0,2982.25,2100.0,375.2
2284,42.35083,-71.08032,30.0,1.0,655.0,2850.0,250.0
2287,42.354954,-71.07543,4.0,2.0,1281.25,3700.0,87.4
